Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Demo,,,,2023-03-02 17:00:19,2023-03-02 17:02:37,2m - 18.667s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Registration with Debit Card,,,,2023-03-02 17:00:19,2023-03-02 17:02:11,1m - 51.747s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-02 17:00:19,2023-03-02 17:00:20,0.067s,PASSED
"callTestCase(findTestCase(""Utilities/BrowserStackIntegration""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 17:00:21,2023-03-02 17:01:04,43.603s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-03-02 17:01:04,2023-03-02 17:01:12,8.184s,PASSED
"tap(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-03-02 17:01:12,2023-03-02 17:01:13,0.928s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-03-02 17:01:13,2023-03-02 17:01:15,1.210s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-03-02 17:01:15,2023-03-02 17:01:16,1.021s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Number""), ""5244550100131688"", 0)",,,,2023-03-02 17:01:16,2023-03-02 17:01:17,1.178s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Pin""), ""4631"", 0)",,,,2023-03-02 17:01:17,2023-03-02 17:01:18,1.112s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-03-02 17:01:18,2023-03-02 17:01:20,2.049s,PASSED
takeScreenshot(),,,,2023-03-02 17:01:20,2023-03-02 17:01:22,1.984s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Button_Next on Card details""), 0)",,,,2023-03-02 17:01:22,2023-03-02 17:01:22,0.541s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/OTP Page/label_Enter OTP""), 60)",,,,2023-03-02 17:01:22,2023-03-02 17:01:34,11.977s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 17:01:34,2023-03-02 17:01:42,7.966s,PASSED
"tap(findTestObject(""1.Registration and Login/OTP Page/Button_Verify OTP""), 0)",,,,2023-03-02 17:01:42,2023-03-02 17:01:44,1.252s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-03-02 17:01:44,2023-03-02 17:01:49,5.013s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Create mPIN""), ""102030"", 0)",,,,2023-03-02 17:01:49,2023-03-02 17:01:49,0.780s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Confirm mPIN Entry""), ""102030"", 0)",,,,2023-03-02 17:01:49,2023-03-02 17:01:51,1.136s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Next mPIN Page""), 0)",,,,2023-03-02 17:01:51,2023-03-02 17:01:51,0.873s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-03-02 17:01:51,2023-03-02 17:01:53,1.364s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-03-02 17:01:53,2023-03-02 17:01:53,0.627s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Profile Settings/Image_Profile Picture_Profile Settings""), 0)",,,,2023-03-02 17:01:53,2023-03-02 17:02:00,6.822s,PASSED
takeScreenshot(),,,,2023-03-02 17:02:00,2023-03-02 17:02:01,1.106s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 17:02:01,2023-03-02 17:02:11,9.714s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-02 17:02:11,2023-03-02 17:02:11,0.003s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Login with mPIN,,,,2023-03-02 17:02:11,2023-03-02 17:02:37,26.189s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-02 17:02:12,2023-03-02 17:02:12,0.002s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Login Page/button_ForgotmPIN""), 0)",,,,2023-03-02 17:02:14,2023-03-02 17:02:14,0.491s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-02 17:02:14,2023-03-02 17:02:20,6.049s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Accounts/AccountDetails""), 60)",,,,2023-03-02 17:02:20,2023-03-02 17:02:24,3.738s,PASSED
takeScreenshot(),,,,2023-03-02 17:02:24,2023-03-02 17:02:25,1.238s,PASSED
"content = getAttribute(findTestObject(""2.Dashboard/Accounts/AccountDetails""), ""contentDescription"", 0)",,,,2023-03-02 17:02:25,2023-03-02 17:02:26,0.891s,PASSED
