Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Demo,,,,2023-03-02 11:57:48,2023-03-02 12:02:11,4m - 22.587s,FAILED
,,,,,,,
Test Cases/Demo/TC 01 - Registration with Debit Card,,,,2023-03-02 11:57:49,2023-03-02 11:59:30,1m - 41.036s,PASSED
Start listener action : enableSauceLabs,,,,2023-03-02 11:57:49,2023-03-02 11:57:49,0.093s,PASSED
"callTestCase(findTestCase(""Utilities/BrowserStackIntegration""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 11:57:50,2023-03-02 11:58:24,34.124s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-03-02 11:58:24,2023-03-02 11:58:34,9.448s,PASSED
"tap(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-03-02 11:58:34,2023-03-02 11:58:34,0.622s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-03-02 11:58:34,2023-03-02 11:58:36,1.444s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-03-02 11:58:36,2023-03-02 11:58:38,1.830s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Number""), ""5244550100131688"", 0)",,,,2023-03-02 11:58:38,2023-03-02 11:58:38,0.879s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Pin""), ""4631"", 0)",,,,2023-03-02 11:58:38,2023-03-02 11:58:40,1.118s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-03-02 11:58:40,2023-03-02 11:58:42,2.053s,PASSED
takeScreenshot(),,,,2023-03-02 11:58:42,2023-03-02 11:58:43,0.869s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Button_Next on Card details""), 0)",,,,2023-03-02 11:58:43,2023-03-02 11:58:43,0.669s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/OTP Page/label_Enter OTP""), 60)",,,,2023-03-02 11:58:43,2023-03-02 11:58:51,8.153s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 11:58:51,2023-03-02 11:58:59,8.075s,PASSED
"tap(findTestObject(""1.Registration and Login/OTP Page/Button_Verify OTP""), 0)",,,,2023-03-02 11:58:59,2023-03-02 11:59:01,1.915s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-03-02 11:59:01,2023-03-02 11:59:06,5.012s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Create mPIN""), ""102030"", 0)",,,,2023-03-02 11:59:06,2023-03-02 11:59:07,0.699s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Confirm mPIN Entry""), ""102030"", 0)",,,,2023-03-02 11:59:07,2023-03-02 11:59:08,1.055s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Next mPIN Page""), 0)",,,,2023-03-02 11:59:08,2023-03-02 11:59:09,0.832s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-03-02 11:59:09,2023-03-02 11:59:10,1.349s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-03-02 11:59:10,2023-03-02 11:59:11,0.572s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Profile Settings/Image_Profile Picture_Profile Settings""), 0)",,,,2023-03-02 11:59:11,2023-03-02 11:59:17,5.825s,PASSED
takeScreenshot(),,,,2023-03-02 11:59:17,2023-03-02 11:59:18,1.179s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 11:59:18,2023-03-02 11:59:28,10.008s,PASSED
closeApplication(),,,,2023-03-02 11:59:28,2023-03-02 11:59:30,1.918s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-03-02 11:59:30,2023-03-02 11:59:30,0.001s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Login with mPIN,,,,2023-03-02 11:59:30,2023-03-02 12:02:11,2m - 40.971s,FAILED
Start listener action : enableSauceLabs,,,,2023-03-02 11:59:30,2023-03-02 11:59:30,0.001s,PASSED
"callTestCase(findTestCase(""Utilities/BrowserStackIntegration""), [:], CONTINUE_ON_FAILURE)",,,,2023-03-02 11:59:31,2023-03-02 12:00:04,32.599s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Login Page/button_ForgotmPIN""), 0)",,,,2023-03-02 12:00:04,2023-03-02 12:00:35,31.021s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-03-02 12:00:35,2023-03-02 12:00:37,2.379s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Accounts/AccountDetails""), 60)",,,,2023-03-02 12:00:37,2023-03-02 12:01:38,1m - 0.802s,PASSED
takeScreenshot(),,,,2023-03-02 12:01:38,2023-03-02 12:01:40,2.175s,PASSED
"content = getAttribute(findTestObject(""2.Dashboard/Accounts/AccountDetails""), ""contentDescription"", 0)",,,,2023-03-02 12:01:40,2023-03-02 12:02:11,30.461s,FAILED
println(content),,,,2023-03-02 12:02:11,2023-03-02 12:02:11,0.029s,PASSED
"line = content.split(""\R"")",,,,2023-03-02 12:02:11,2023-03-02 12:02:11,0.015s,ERROR
Start listener action : autoUpdateJobStatus,,,,2023-03-02 12:02:11,2023-03-02 12:02:11,0.002s,PASSED
