Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Demo,,,,2023-02-28 13:47:08,2023-02-28 13:53:52,6m - 43.259s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Registration with Debit Card,,,,2023-02-28 13:47:09,2023-02-28 13:48:52,1m - 43.289s,PASSED
Start listener action : enableSauceLabs,,,,2023-02-28 13:47:09,2023-02-28 13:47:09,0.085s,PASSED
"startExistingApplication(""com.cbt.ajmandigital"", CONTINUE_ON_FAILURE)",,,,2023-02-28 13:47:10,2023-02-28 13:47:42,31.471s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-02-28 13:47:42,2023-02-28 13:47:58,15.977s,PASSED
"tap(findTestObject(""1.Registration and Login/Welcome Page/button_Already a Customer""), 0)",,,,2023-02-28 13:47:58,2023-02-28 13:47:59,1.510s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-02-28 13:47:59,2023-02-28 13:48:00,0.528s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Radio Button_Debit Card""), 0)",,,,2023-02-28 13:48:00,2023-02-28 13:48:01,1.043s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Number""), ""5244550100131688"", 0)",,,,2023-02-28 13:48:01,2023-02-28 13:48:02,0.656s,PASSED
"setText(findTestObject(""1.Registration and Login/Card Details Page/Text Box_Card Pin""), ""4631"", 0)",,,,2023-02-28 13:48:02,2023-02-28 13:48:03,0.963s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-02-28 13:48:03,2023-02-28 13:48:05,2.099s,PASSED
takeScreenshot(),,,,2023-02-28 13:48:05,2023-02-28 13:48:06,1.006s,PASSED
"tap(findTestObject(""1.Registration and Login/Card Details Page/Button_Next on Card details""), 0)",,,,2023-02-28 13:48:06,2023-02-28 13:48:07,1.031s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/OTP Page/label_Enter OTP""), 60)",,,,2023-02-28 13:48:07,2023-02-28 13:48:17,10.545s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_OTP""), [:], CONTINUE_ON_FAILURE)",,,,2023-02-28 13:48:17,2023-02-28 13:48:26,8.487s,PASSED
"tap(findTestObject(""1.Registration and Login/OTP Page/Button_Verify OTP""), 0)",,,,2023-02-28 13:48:26,2023-02-28 13:48:27,1.445s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-28 13:48:27,2023-02-28 13:48:32,5.024s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Create mPIN""), ""102030"", 0)",,,,2023-02-28 13:48:32,2023-02-28 13:48:33,0.603s,PASSED
"setText(findTestObject(""1.Registration and Login/mPIN Page/Text Box_Confirm mPIN Entry""), ""102030"", 0)",,,,2023-02-28 13:48:33,2023-02-28 13:48:34,0.877s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Next mPIN Page""), 0)",,,,2023-02-28 13:48:34,2023-02-28 13:48:34,0.722s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-02-28 13:48:34,2023-02-28 13:48:36,1.731s,PASSED
"tap(findTestObject(""1.Registration and Login/mPIN Page/Button_Maybe later Biometric""), 0)",,,,2023-02-28 13:48:36,2023-02-28 13:48:38,1.347s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Profile Settings/Image_Profile Picture_Profile Settings""), 0)",,,,2023-02-28 13:48:38,2023-02-28 13:48:42,4.405s,PASSED
takeScreenshot(),,,,2023-02-28 13:48:42,2023-02-28 13:48:44,1.609s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-02-28 13:48:44,2023-02-28 13:48:51,7.870s,PASSED
closeApplication(),,,,2023-02-28 13:48:51,2023-02-28 13:48:52,0.918s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-02-28 13:48:52,2023-02-28 13:48:52,0.001s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Login with mPIN,,,,2023-02-28 13:48:52,2023-02-28 13:49:37,44.951s,PASSED
Start listener action : enableSauceLabs,,,,2023-02-28 13:48:53,2023-02-28 13:48:53,0.003s,PASSED
"startExistingApplication(""com.cbt.ajmandigital"", STOP_ON_FAILURE)",,,,2023-02-28 13:48:54,2023-02-28 13:49:17,22.857s,PASSED
"waitForElementPresent(findTestObject(""1.Registration and Login/Login Page/button_ForgotmPIN""), 0)",,,,2023-02-28 13:49:17,2023-02-28 13:49:18,0.600s,PASSED
"callTestCase(findTestCase(""Utilities/Enter_mPIN""), [:], STOP_ON_FAILURE)",,,,2023-02-28 13:49:18,2023-02-28 13:49:24,5.965s,PASSED
"waitForElementPresent(findTestObject(""2.Dashboard/Accounts/AccountDetails""), 60)",,,,2023-02-28 13:49:24,2023-02-28 13:49:28,4.831s,PASSED
takeScreenshot(),,,,2023-02-28 13:49:28,2023-02-28 13:49:29,0.980s,PASSED
"content = getAttribute(findTestObject(""2.Dashboard/Accounts/AccountDetails""), ""contentDescription"", 0)",,,,2023-02-28 13:49:29,2023-02-28 13:49:30,0.524s,PASSED
println(content),,,,2023-02-28 13:49:30,2023-02-28 13:49:30,0.006s,PASSED
"line = content.split(""\R"")",,,,2023-02-28 13:49:30,2023-02-28 13:49:30,0.000s,PASSED
println(line[4]),,,,2023-02-28 13:49:30,2023-02-28 13:49:30,0.000s,PASSED
if (accountNumber == line[4]),,,,2023-02-28 13:49:30,2023-02-28 13:49:30,0.000s,PASSED
"callTestCase(findTestCase(""Utilities/Logout""), [:], CONTINUE_ON_FAILURE)",,,,2023-02-28 13:49:30,2023-02-28 13:49:37,6.886s,PASSED
closeApplication(),,,,2023-02-28 13:49:37,2023-02-28 13:49:37,0.490s,PASSED
Start listener action : autoUpdateJobStatus,,,,2023-02-28 13:49:37,2023-02-28 13:49:37,0.001s,PASSED
,,,,,,,
Test Cases/Demo/TC 01 - Tranfer with in Ajman,,,,2023-02-28 13:49:37,2023-02-28 13:51:44,2m - 6.330s,PASSED
Start listener action : enableSauceLabs,,,,2023-02-28 13:49:37,2023-02-28 13:49:37,0.002s,PASSED
"callTestCase(findTestCase(""Utilities/Login""), [:], CONTINUE_ON_FAILURE)",,,,2023-02-28 13:49:39,2023-02-28 13:50:13,34.327s,PASSED
"tap(findTestObject(""3.Payments/Payments_page/tab_PAY""), 0)",,,,2023-02-28 13:50:13,2023-02-28 13:50:14,1.102s,PASSED
"waitForElementPresent(findTestObject(""4.Transfers/Button_Ajman Transfer""), 0)",,,,2023-02-28 13:50:14,2023-02-28 13:50:16,1.475s,PASSED
"tap(findTestObject(""4.Transfers/Button_Ajman Transfer""), 0)",,,,2023-02-28 13:50:16,2023-02-28 13:50:17,0.967s,PASSED
"waitForElementPresent(findTestObject(""4.Transfers/Text Box_ IBAN Account Number""), 0)",,,,2023-02-28 13:50:17,2023-02-28 13:50:21,4.434s,PASSED
"callTestCase(findTestCase(""Utilities/Account Selection Based on AccountNumber""), [""accountNumber"":accountNumber], CONTINUE_ON_FAILURE)",,,,2023-02-28 13:50:21,2023-02-28 13:50:27,5.457s,PASSED
"tap(findTestObject(""4.Transfers/Text Box_ IBAN Account Number""), 0)",,,,2023-02-28 13:50:27,2023-02-28 13:50:27,0.482s,PASSED
"setText(findTestObject(""4.Transfers/Text Box_ IBAN Account Number""), ""011000833011"", 0)",,,,2023-02-28 13:50:27,2023-02-28 13:50:28,1.131s,PASSED
takeScreenshot(),,,,2023-02-28 13:50:28,2023-02-28 13:50:29,1.245s,PASSED
